"scientific_name","title","extract","image_url","wikipedia_url","license","image_flag"
"Colluricincla harmonica","Grey shrikethrush","The grey shrikethrush or grey shrike-thrush, formerly commonly known as grey thrush, is a songbird of Australasia. It is moderately common to common in most parts of Australia, but absent from the driest of the inland deserts. It is also found in New Guinea.","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Colluricincla_harmonica_-_Brunkerville.jpg/330px-Colluricincla_harmonica_-_Brunkerville.jpg","https://en.wikipedia.org/wiki/Grey_shrikethrush","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Egretta garzetta","Little egret","The little egret is a species of small heron in the family Ardeidae. It is a white bird with a slender black beak, long black legs and, in the western race, yellow feet. As an aquatic bird, it feeds in shallow water and on land, consuming a variety of small creatures. It breeds colonially, often with other species of water birds, making a platform nest of sticks in a tree, bush or reed bed. A clutch of three to five bluish-green eggs is laid and incubated by both parents for about three weeks. The young fledge at about six weeks of age.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Little_egret_%28Egretta_garzetta%29_Photograph_by_Shantanu_Kuveskar.jpg/330px-Little_egret_%28Egretta_garzetta%29_Photograph_by_Shantanu_Kuveskar.jpg","https://en.wikipedia.org/wiki/Little_egret","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Heteroscenes pallidus","Pallid cuckoo","The pallid cuckoo is a species of cuckoo in the family Cuculidae. It is the only species placed in the genus Heteroscenes. It is found in Australia, with some migration to the islands of Timor and Papua New Guinea. It is between 28 and 33 cm in size, with distinctive markings such as a dark bill, a dark eye with a gold eye-ring and olive grey feet which differentiate it from other cuckoos. The pallid cuckoo is similar in appearance to the oriental cuckoo, with barred immature pallid cuckoos being often mistaken for oriental cuckoos.","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Pallid_Cuckoo_kobble_650px.jpg/330px-Pallid_Cuckoo_kobble_650px.jpg","https://en.wikipedia.org/wiki/Pallid_cuckoo","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Cacatua sanguinea","Little corella","The little corella, also known as the short-billed corella, bare-eyed cockatoo, blood-stained cockatoo, and little cockatoo is a white cockatoo native to Australia and southern New Guinea. It was known as Birdirra among the Yindjibarndi people of the central and western Pilbara. They would keep them as pets, or traditionally cook and eat them. The downy feathers are used in traditional ceremonies and dances where they adorn head and armbands.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Little_corella_%28Cacatua_sanguinea_gymnopis%29_Blanchetown.jpg/330px-Little_corella_%28Cacatua_sanguinea_gymnopis%29_Blanchetown.jpg","https://en.wikipedia.org/wiki/Little_corella","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Coracina novaehollandiae","Black-faced cuckooshrike","The black-faced cuckooshrike is a common omnivorous passerine bird native to Australia and southern New Guinea. It has a protected status in New South Wales, under the National Parks and Wildlife Act, 1974.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Coracina_novaehollandiae.jpg/330px-Coracina_novaehollandiae.jpg","https://en.wikipedia.org/wiki/Black-faced_cuckooshrike","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Acanthorhynchus tenuirostris","Eastern spinebill","The eastern spinebill is a species of honeyeater found in south-eastern Australia in forest and woodland areas, as well as gardens in urban areas of Canberra, Sydney, Melbourne, Adelaide and Hobart. It is around 15 cm long, and has a distinctive black, white and chestnut plumage, a red eye, and a long downcurved bill.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Acanthorhynchus_tenuirostris_-_Mogo_Campground.jpg/330px-Acanthorhynchus_tenuirostris_-_Mogo_Campground.jpg","https://en.wikipedia.org/wiki/Eastern_spinebill","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Erythrogonys cinctus","Red-kneed dotterel","The red-kneed dotterel is a species of plover in a monotypic genus in the subfamily Vanellinae. It is often gregarious and will associate with other waders of its own and different species, even when nesting. It is nomadic and sometimes irruptive.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Erythrogonys_cinctus_-_Chiltern.jpg/330px-Erythrogonys_cinctus_-_Chiltern.jpg","https://en.wikipedia.org/wiki/Red-kneed_dotterel","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Ardea intermedia","Medium egret","The medium egret, median egret, smaller egret or intermediate egret, is a medium-sized heron. Some taxonomists put the species in the genus Egretta or Mesophoyx. It is a resident breeder in southern and eastern Asia.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Intermediate_Egret_%2823385032726%29.jpg/330px-Intermediate_Egret_%2823385032726%29.jpg","https://en.wikipedia.org/wiki/Medium_egret","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Podargus strigoides","Tawny frogmouth","The tawny frogmouth is a species of frogmouth native to the Australian mainland and Tasmania and found throughout. It is a big-headed, stocky bird often mistaken for an owl due to its nocturnal habits and similar colouring.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Tawny_Frogmouth_-_Sydney_Olympic_Park.jpg/330px-Tawny_Frogmouth_-_Sydney_Olympic_Park.jpg","https://en.wikipedia.org/wiki/Tawny_frogmouth","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Cacomantis flabelliformis","Fan-tailed cuckoo","The fan-tailed cuckoo is a species of cuckoo in the family Cuculidae.
It is found in Australia, Fiji, New Caledonia, New Zealand, New Guinea, Solomon Islands, and Vanuatu.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Cacomantis_flabelliformis.jpg/330px-Cacomantis_flabelliformis.jpg","https://en.wikipedia.org/wiki/Fan-tailed_cuckoo","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Pardalotus striatus","Striated pardalote","The striated pardalote is the least colourful and most common of the four pardalote species. Other common names include pickwick, wittachew and chip-chip. It is a very small, short-tailed bird that is more often heard than seen, foraging noisily for lerps and other small creatures in the treetops.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Pardalotus_with_nesting_material.jpg/330px-Pardalotus_with_nesting_material.jpg","https://en.wikipedia.org/wiki/Striated_pardalote","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Eudynamys orientalis","Pacific koel","The Pacific koel, also known as the eastern koel or formerly common koel, is a species of cuckoo in the family Cuculidae. In Australia, it is colloquially known as the rainbird or stormbird.","https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Pacific_koel_male_kob08.JPG/330px-Pacific_koel_male_kob08.JPG","https://en.wikipedia.org/wiki/Pacific_koel","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Thalasseus bergii","Greater crested tern","The greater crested tern, also called crested tern, swift tern, or great crested tern, is a tern in the family Laridae that nests in dense colonies on coastlines and islands in the tropical and subtropical Old World. Its four or five subspecies breed in the area from South Africa around the Indian Ocean to the central Pacific and Australia, all populations dispersing widely from the breeding range after nesting. This large tern is closely related to other species in its genus, but can be distinguished by its darker, battleship-grey upperparts, white forehead even in full breeding plumage, and greenish-tinged yellow bill colour.","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Thalasseus_bergii%2C_Gansbaai%2C_Western_Cape%2C_South_Africa_1.jpg/330px-Thalasseus_bergii%2C_Gansbaai%2C_Western_Cape%2C_South_Africa_1.jpg","https://en.wikipedia.org/wiki/Greater_crested_tern","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Petroica phoenicea","Flame robin","The flame robin is a small passerine bird native to Australia. It is a moderately common resident of the coolest parts of south-eastern Australia, including Tasmania. Like the other two red-breasted Petroica robins—the scarlet robin and the red-capped robin—it is often simply called the robin redbreast. Like many brightly coloured robins of the Petroicidae, it is sexually dimorphic. Measuring 12–14 cm (4.7–5.5 in) long, the flame robin has dark brown eyes and a small thin black bill. The male has a brilliant orange-red chest and throat, and a white patch on the forehead above the bill. Its upper parts are iron-grey with white bars, and its tail black with white tips. Female coloration is a muted grey-brown. Its song has been described as the most musical of its genus.","https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flame_Robin_male_1_-_Jenolan_Caves.jpg/330px-Flame_Robin_male_1_-_Jenolan_Caves.jpg","https://en.wikipedia.org/wiki/Flame_robin","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Acanthiza chrysorrhoa","Yellow-rumped thornbill","The yellow-rumped thornbill is a species of passerine bird from the genus Acanthiza. The genus was once placed in the family Pardalotidae but that family was split and it is now in the family Acanthizidae. There are four subspecies of yellow-rumped thornbill. It is a small, brownish bird with a distinctive yellow rump and thin dark bill. It inhabits savannah, scrub and forests across most of Australia and eats insects. The species engages in cooperative breeding.","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Acanthiza_chrysorrhoa_-_Yellow-rumped_Thornbill.jpg/330px-Acanthiza_chrysorrhoa_-_Yellow-rumped_Thornbill.jpg","https://en.wikipedia.org/wiki/Yellow-rumped_thornbill","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Platycercus elegans","Crimson rosella","The crimson rosella is a parrot native to eastern and south eastern Australia which has been introduced to New Zealand and Norfolk Island. It is commonly found in, but not restricted to, mountain forests and gardens. The species as it now stands has subsumed two former separate species, the yellow rosella and the Adelaide rosella. Molecular studies show one of the three red-coloured races, P. e. nigrescens, is genetically more distinct.","https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Platycercus_elegans_Wilsons_Prom.jpg/330px-Platycercus_elegans_Wilsons_Prom.jpg","https://en.wikipedia.org/wiki/Crimson_rosella","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Chlidonias hybrida","Whiskered tern","The whiskered tern is a tern in the family Laridae. The genus name is from Ancient Greek khelidonios, ""swallow-like"", from khelidon, ""swallow"". The specific hybridus is Latin for hybrid; Peter Simon Pallas thought it might be a hybrid of white-winged black tern and common tern, writing ""Sterna fissipes [Chlidonias leucopterus] et Hirundine [Sterna hirundo] natam"".","https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Whiskered_tern_%28Chlidonias_hybrida_delalandii%29.jpg/330px-Whiskered_tern_%28Chlidonias_hybrida_delalandii%29.jpg","https://en.wikipedia.org/wiki/Whiskered_tern","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Cracticus nigrogularis","Pied butcherbird","The pied butcherbird is a songbird native to Australia. Described by John Gould in 1837, it is a black and white bird 28 to 32 cm long with a long hooked bill. Its head and throat are black, making a distinctive hood; the mantle and much of the tail and wings are also black. The neck, underparts and outer wing feathers are white. The juvenile and immature birds are predominantly brown and white. As they mature their brown feathers are replaced by black feathers. There are two recognised subspecies of pied butcherbird.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Pied_Butcherbird_-_Male_%28Cracticus_nigrogularis%29_03.JPG/330px-Pied_Butcherbird_-_Male_%28Cracticus_nigrogularis%29_03.JPG","https://en.wikipedia.org/wiki/Pied_butcherbird","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Porzana fluminea","Australian crake","The Australian crake , also known as Australian spotted crake, or spotted crake is a species of bird in the family Rallidae. It is the only species of Australian crake in the genus Porzana.","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Australian_Spotted_Crake_0A2A3145.jpg/330px-Australian_Spotted_Crake_0A2A3145.jpg","https://en.wikipedia.org/wiki/Australian_crake","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Hypotaenidia philippensis","Buff-banded rail","The buff-banded rail is a distinctively coloured, highly dispersive, medium-sized rail of the rail family, Rallidae. This species comprises several subspecies found throughout much of Australasia and the south-west Pacific region, including the Philippines, New Guinea, Australia, New Zealand, and numerous smaller islands, covering a range of latitudes from the tropics to the subantarctic.","https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Buff-banded_Rail_1_-_Newington.jpg/330px-Buff-banded_Rail_1_-_Newington.jpg","https://en.wikipedia.org/wiki/Buff-banded_rail","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Pachycephala pectoralis","Australian golden whistler","The Australian golden whistler or golden whistler, is a species of bird found in forest, woodland, mallee, mangrove and scrub in Australia. Most populations are resident, but some in south-eastern Australia migrate north during the winter. Its taxonomy is highly complex and remains a matter of dispute, with some authorities including as many as 59 subspecies of the golden whistler, while others treat several of these as separate species. This bird is also known as White-Throated Thickhead in older books.","https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Pachycephala_pectoralis_youngi_2.jpg/330px-Pachycephala_pectoralis_youngi_2.jpg","https://en.wikipedia.org/wiki/Australian_golden_whistler","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Alauda arvensis","Eurasian skylark","The Eurasian skylark is a passerine bird in the lark family, Alaudidae. It is a widespread species found across Europe and the Palearctic with introduced populations in Australia, New Zealand and on the Hawaiian Islands. It is a bird of open farmland and heath, known for the song of the male, which is delivered in hovering flight from heights of 50 to 100 metres. The sexes are alike. It is streaked greyish-brown above and on the breast and has a buff-white belly.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Skylark_2%2C_Lake_District%2C_England_-_June_2009.jpg/330px-Skylark_2%2C_Lake_District%2C_England_-_June_2009.jpg","https://en.wikipedia.org/wiki/Eurasian_skylark","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Anthus novaeseelandiae","New Zealand pipit","The New Zealand pipit is a fairly small passerine bird of open country in New Zealand and outlying islands. It belongs to the pipit genus Anthus in the family Motacillidae.","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/New_Zealand_Pipit_Kapiti.JPG/330px-New_Zealand_Pipit_Kapiti.JPG","https://en.wikipedia.org/wiki/New_Zealand_pipit","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Petrochelidon nigricans","Tree martin","The tree martin is a member of the swallow family of passerine birds. It breeds in Australia, mostly south of latitude 20°S, and on Timor island. It is migratory, wintering through most of Australia, New Guinea, Indonesia east of the Wallace Line, and the Solomon Islands. It is a vagrant to New Zealand, where it has bred, and New Caledonia. This species is frequently placed in the genus Hirundo as Hirundo nigricans.","https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Tree_Martin_%284468433245%29.jpg/330px-Tree_Martin_%284468433245%29.jpg","https://en.wikipedia.org/wiki/Tree_martin","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Platalea flavipes","Yellow-billed spoonbill","The yellow-billed spoonbill is a gregarious wading bird of the ibis and spoonbill family, Threskiornithidae. It is native to Australia, and is a vagrant to New Zealand, Lord Howe Island and Norfolk Island.","https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Platalea_flavipes_-_Mount_Annan_Botanical_Gardens.jpg/330px-Platalea_flavipes_-_Mount_Annan_Botanical_Gardens.jpg","https://en.wikipedia.org/wiki/Yellow-billed_spoonbill","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Calidris ruficollis","Red-necked stint","The red-necked stint is a small migratory wader. The genus name is from Ancient Greek kalidris or skalidris, a term used by Aristotle for some grey-coloured waterside birds. The specific ruficollis is from Latin rufus, ""red"" and collum, ""neck"".","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Red-necked_Stint_-_Boat_Harbour.jpg/330px-Red-necked_Stint_-_Boat_Harbour.jpg","https://en.wikipedia.org/wiki/Red-necked_stint","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Cacatua tenuirostris","Long-billed corella","The long-billed corella, also known as long-billed cockatoo or slender-billed corella, is a cockatoo native to Australia, which is similar in appearance to the little corella. This species is mostly white, with a reddish-pink face and forehead, and has a long, pale beak, which is used to dig for roots and seeds. It has reddish-pink feathers on the breast and belly.","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Long-billed_Corella.jpg/330px-Long-billed_Corella.jpg","https://en.wikipedia.org/wiki/Long-billed_corella","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Cacomantis variolosus","Sahul brush cuckoo","The Sahul brush cuckoo, formerly known as the brush cuckoo, is a member of the cuckoo family. It is native to Malesia, New Guinea, the Solomon Islands and northern and eastern Australia. It is a grey-brown bird with a buff breast. Its call is a familiar sound of the Australian and Indonesian bush.","https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Brush_Cuckoo_Oct_2007.JPG/330px-Brush_Cuckoo_Oct_2007.JPG","https://en.wikipedia.org/wiki/Sahul_brush_cuckoo","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Falco peregrinus","Peregrine falcon","The peregrine falcon, also known simply as the peregrine, is a cosmopolitan bird of prey (raptor) in the family Falconidae renowned for its speed. A large, crow-sized falcon, it has a blue-grey back, barred white underparts, and a black head. As is typical for bird-eating (avivore) raptors, peregrine falcons are sexually dimorphic, with females being considerably larger than males. Historically, it has also been known as the ""black-cheeked falcon"" in Australia, and the ""duck hawk"" in North America.","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Falco_peregrinus_m_Humber_Bay_Park_Toronto.jpg/330px-Falco_peregrinus_m_Humber_Bay_Park_Toronto.jpg","https://en.wikipedia.org/wiki/Peregrine_falcon","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Plegadis falcinellus","Glossy ibis","The glossy ibis is a water bird in the order Pelecaniformes and the ibis and spoonbill family Threskiornithidae. The scientific name derives from Ancient Greek plegados and Latin, falcis, both meaning ""sickle"" and referring to the distinctive shape of the bill.","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Glossy_ibis.png/330px-Glossy_ibis.png","https://en.wikipedia.org/wiki/Glossy_ibis","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Falco berigora","Brown falcon","The brown falcon is a relatively large falcon native to Australia and New Guinea.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Brown_falcon.jpg/330px-Brown_falcon.jpg","https://en.wikipedia.org/wiki/Brown_falcon","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Accipiter cirrocephalus","Collared sparrowhawk","The collared sparrowhawk is a small, slim bird of prey in the family Accipitridae found in Australia, New Guinea and nearby smaller islands. It was formerly placed in the genus Accipiter. As its name implies the collared sparrowhawk is a specialist in hunting small birds. It is characterised by its slight brow ridges and slender feet. The last segment of their middle toe projects beyond the claws of the other toes.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Accipiter_cirrocephalus_-_Collared_Sparrowhawk.jpg/330px-Accipiter_cirrocephalus_-_Collared_Sparrowhawk.jpg","https://en.wikipedia.org/wiki/Collared_sparrowhawk","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Acanthiza lineata","Striated thornbill","The striated thornbill is a species of bird in the family Acanthizidae. It is endemic to Australia, where its natural habitat is subtropical or tropical dry forests.","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Acanthiza_lineata_-_Wianamatta_Reserve.jpg/330px-Acanthiza_lineata_-_Wianamatta_Reserve.jpg","https://en.wikipedia.org/wiki/Striated_thornbill","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Larus pacificus","Pacific gull","The Pacific gull is a gull, native to the coasts of Australia. It is moderately common between Carnarvon in the west, and Sydney in the east, although it has become scarce in some parts of the south-east, as a result of competition from the kelp gull.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Pacific_gull_%28Larus_pacificus_pacificus%29_Freycinet.jpg/330px-Pacific_gull_%28Larus_pacificus_pacificus%29_Freycinet.jpg","https://en.wikipedia.org/wiki/Pacific_gull","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Myzomela sanguinolenta","Scarlet myzomela","The scarlet myzomela or scarlet honeyeater is a small passerine bird of the honeyeater family Meliphagidae native to Australia. It was first described by English ornithologist John Latham in 1801. At 9 to 11 cm long, it is the smallest honeyeater in Australia. It has a short tail and relatively long down-curved bill. It is sexually dimorphic; the male is a striking bright red with black wings, while the female is entirely brown. The species is more vocal than most honeyeaters, and a variety of calls have been recorded, including a bell-like tinkling.","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Myzomela_sanguinolenta_1_-_Windsor_Downs_Nature_Reserve.jpg/330px-Myzomela_sanguinolenta_1_-_Windsor_Downs_Nature_Reserve.jpg","https://en.wikipedia.org/wiki/Scarlet_myzomela","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Oxyura australis","Blue-billed duck","The blue-billed duck is a small Australian stiff-tailed duck, with both the male and female growing to a length of 40 cm (16 in). The male has a slate-blue bill which changes to bright-blue during the breeding season, hence the duck's common name. The male has deep chestnut plumage during breeding season, reverting to a dark grey. The female retains black plumage with brown tips all year round. The duck is endemic to Australia's temperate regions, inhabiting natural inland wetlands and also artificial wetlands, such as sewage ponds, in large numbers. It can be difficult to observe due to its cryptic nature during its breeding season through autumn and winter. The male duck exhibits a complex mating ritual. The blue-billed duck is omnivorous, with a preference for small aquatic invertebrates. BirdLife International has classified this species as Least concern. Major threats include drainage of deep permanent wetlands, or their degradation as a result of introduced fish, peripheral cattle grazing, salinization, and lowering of ground water.","https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Oxyura_australis_male_2_-_Penrith.jpg/330px-Oxyura_australis_male_2_-_Penrith.jpg","https://en.wikipedia.org/wiki/Blue-billed_duck","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Melithreptus lunatus","White-naped honeyeater","The white-naped honeyeater is a passerine bird of the honeyeater family Meliphagidae native to eastern Australia. Birds from southwestern Australia have been shown to be a distinct species, Gilbert's honeyeater, and the eastern birds are more closely related to the black-headed honeyeater of Tasmania. One of several similar species of black-headed honeyeaters in the genus Melithreptus, it dwells in dry sclerophyll eucalypt woodland. Its diet consists of nectar from various flowers, and it also feeds on insects.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Melithreptus_lunatus.jpg/330px-Melithreptus_lunatus.jpg","https://en.wikipedia.org/wiki/White-naped_honeyeater","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Gallinago hardwickii","Latham's snipe","Latham's snipe is a medium-sized, long-billed, migratory snipe of the East Asian–Australasian Flyway. The origin of the bird's common name is not clear. John Latham was a well-known English physician and ornithologist in the late 18th and early 19th centuries, and had a great interest in Australasian birds. However, he had no apparent connection with the snipe named after him.","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Latham%27s_snipe.jpg/330px-Latham%27s_snipe.jpg","https://en.wikipedia.org/wiki/Latham's_snipe","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Coturnix ypsilophora","Brown quail","The brown quail, also known as the swamp quail, silver quail and Tasmanian quail, is an Australasian true quail of the family Phasianidae. It is a small, ground-dwelling bird and is native to mainland Australia, Tasmania and Papua New Guinea and has been introduced to New Zealand and Fiji. Widespread and common throughout its large range, the brown quail is evaluated as being of ""least concern"" by the International Union for Conservation of Nature on the IUCN Red List of Threatened Species.","https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Coturnix_ypsilophora_-_Sydney_Olympic_Park.jpg/330px-Coturnix_ypsilophora_-_Sydney_Olympic_Park.jpg","https://en.wikipedia.org/wiki/Brown_quail","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Charadrius ruficapillus","Red-capped plover","The red-capped plover, also known as the red-capped dotterel, is a small species of plover.","https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Charadrius_ruficapillus_Breeding_Plumage.jpg/330px-Charadrius_ruficapillus_Breeding_Plumage.jpg","https://en.wikipedia.org/wiki/Red-capped_plover","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Neophema chrysostoma","Blue-winged parrot","The blue-winged parrot, also known as the blue-banded parakeet or blue-banded grass-parakeet, is a small parrot found in Tasmania and southeast mainland Australia. It is partly migratory, with populations of blue-winged parrots travelling to Tasmania for the summer. The parrot is sexually dimorphic – the males have more blue on the wings and a two-toned blue frontal band on the head, while females are duller and have more green on the wings and a wingbar. Both sexes have predominantly olive-green plumage. Predominantly a feeder on the ground, the blue-winged parrot mainly eats seeds of grasses. It adapts readily to captivity.","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Neophema_chrysostoma_mortimer_2.jpg/330px-Neophema_chrysostoma_mortimer_2.jpg","https://en.wikipedia.org/wiki/Blue-winged_parrot","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Hieraaetus morphnoides","Little eagle","The little eagle is a very small eagle endemic to Australia.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Hieraaetus_morphnoides_49244653.jpg/330px-Hieraaetus_morphnoides_49244653.jpg","https://en.wikipedia.org/wiki/Little_eagle","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Tyto javanica","Eastern barn owl","The eastern barn owl is usually considered a subspecies group and together with the American barn owl group, the western barn owl group, and sometimes the Andaman masked owl make up the genus Tyto. The cosmopolitan barn owl is recognized by most taxonomic authorities. A few separate them into distinct species, as is done here. The eastern barn owl is native to southeastern Asia, New Zealand, and Australasia.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Eastern_Barn_Owl_%28Tyto_javanica_stertens%29%2C_Raigad%2C_Maharashtra.jpg/330px-Eastern_Barn_Owl_%28Tyto_javanica_stertens%29%2C_Raigad%2C_Maharashtra.jpg","https://en.wikipedia.org/wiki/Eastern_barn_owl","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Parvipsitta porphyrocephala","Purple-crowned lorikeet","The purple-crowned lorikeet, is a lorikeet found in scrub and mallee of southern Australia. It is a small lorikeet distinguished by a purple crown, an orange forehead and ear-coverts, and a light blue chin and chest.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Purple_crowned_lorikeet_%284989713000%29.jpg/330px-Purple_crowned_lorikeet_%284989713000%29.jpg","https://en.wikipedia.org/wiki/Purple-crowned_lorikeet","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Ptilotula fusca","Fuscous honeyeater","The fuscous honeyeater is a species of bird in the family Meliphagidae.
It is endemic to eastern Australia, where it inhabits subtropical and tropical dry forests.","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Ptilotula_fusca_-_Glen_Alice.jpg/330px-Ptilotula_fusca_-_Glen_Alice.jpg","https://en.wikipedia.org/wiki/Fuscous_honeyeater","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Tribonyx ventralis","Black-tailed nativehen","The black-tailed nativehen is a rail native to Australia.","https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Tribonyx_ventralis_South_Australia_1.jpg/330px-Tribonyx_ventralis_South_Australia_1.jpg","https://en.wikipedia.org/wiki/Black-tailed_nativehen","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Circus assimilis","Spotted harrier","The spotted harrier also known as the smoke hawk, is a large Australasian bird of prey belonging to the family Accipitridae.","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Spha4360w.JPG/330px-Spha4360w.JPG","https://en.wikipedia.org/wiki/Spotted_harrier","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Petroica boodang","Scarlet robin","The scarlet robin is a common red-breasted Australasian robin in the passerine bird genus Petroica. The species is found on continental Australia and its offshore islands, including Tasmania. The species was originally split in 1999 by Schodde and Mason, and as the original collection by Gmelin was from Norfolk Island, this retained the name of multicolor, and is now known as the Norfolk robin.","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Scarlet_Robin_0401.jpg/330px-Scarlet_Robin_0401.jpg","https://en.wikipedia.org/wiki/Scarlet_robin","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
